,episodes,comment_id,oper_name,vip_degree,content,time_point,up_count
36,第四期下,6725788975921342651,Phoenix Nirvana  考啦,0,施柏宇宇宇宇宇宇,27,0
37,第四期下,6725783164796733560,,0, 就冲这个标题，我给你S,26,0
38,第四期下,6725769864431547713,,0, 上呢,28,0
39,第四期下,6726476425870158265,A.婷女王,0,再刷一次 心疼曹骏,26,0
40,第四期下,6725735913734288998,楚襄,1,S卡 : 第一,18,6
41,第四期下,6725736584927787848,,0, 来了,18,3
42,第四期下,6725736942605104902,,0,  有人吗,18,7
43,第四期下,6725744987029873102,流ꦿོ゜浪এ        🐜,6,S卡 : 来了老弟,16,4
44,第四期下,6725745244874712074,Review,2,爆米花 : 丁程鑫,15,13
45,第四期下,6725748494088737796,,3,毛姐 看我,19,9
46,第四期下,6725752275311557323,连接厕所的下水道👇,0, 我要把这张s卡给郭敬明老师。,15,15
47,第四期下,6725753687227514727,南故笙箫,0,小四比心好可爱呀,19,16
48,第四期下,6725757225803387926,Sunnie 💎 且听风吟,0, 好希望能厚待努力的曹骏，张海宇，他们真很努力,15,15
49,第四期下,6725757256164637077,,0, 刚刚播完不能下载吗,19,4
50,第四期下,6725757450122889471,南故笙箫,0,郭敬明可可爱爱呀,15,2
51,第四期下,6725758080744175680,,0, 为赵薇导演而来,19,5
52,第四期下,6725767151615148229,,0, 我来了,18,0
53,第四期下,6725769272909828774,,3,曹俊不应该啊,17,20
54,第四期下,6725776664555978032,,0, 曹骏实力惨,18,8
55,第四期下,6725781093511271110,ALan&🌸,0,曹骏比那个男的演得好吧     什么情况啊   无法理解,16,31
56,第四期下,6725786129578569280,,0, 集合集合,16,0
57,第四期下,6725787124017328225,,0,气死人,18,0
58,第四期下,6725788092370241738,,0,曹骏演的很好啊,17,5
59,第四期下,6725790784244879121,,0, 这片段就曹俊演的还像样点好吗？,17,28
60,第四期下,6725792518598279475,阿白,0,温峥嵘胡杏儿加油,17,2
61,第四期下,6725809392173219682,,0,，,19,0
62,第四期下,6725931148813470501,,0, 来了,17,0
63,第四期下,6725934431677740795,,0, VIP来了,17,0
64,第四期下,6725951829650372092,,0, 郭导说的好真实丫,15,2
65,第四期下,6725954001466497799,拥有神奇力量的大白菜,0,can ku,17,0
66,第四期下,6725983140490441475,,0, 曹骏，观众才是你的后盾，加油,19,2
67,第四期下,6725996418436362480,夏毅 15921660608,0,把曹骏复活,15,1
68,第四期下,6725998382000125805,,0, 看看我家楚楚baby,15,0
69,第四期下,6726005743330802160,,0,  曹骏曹骏,18,0
70,第四期下,6726008215302239186,A🎀💋林昭妤💋🎀A,0,试试颜色,17,0
71,第四期下,6726026313523018715,,0, 刷点存在感,15,0
72,第四期下,6726037123658925662,荓翳,0,为啥不选曹？,18,0
73,第四期下,6725975712782030018,,0,等了好久,16,1
74,第四期下,6725969315683828756,fish.0,0, 在哪可以给曹俊投票？,19,0
75,第四期下,6726104268341971356,,0, 居然没选曹俊卧槽,19,1
76,第四期下,6726104832195143363,,1,好喜欢倪虹洁老师，一直觉得你很有实力,16,0
77,第四期下,6726115809670186501,巧笑倩兮～,0,为什么不选曹俊，是没送礼吗,16,2
78,第四期下,6725787843174057592,,0,曹骏好可惜,16,0
79,第四期下,6725774505866145753,.琦  Maggie,0,宴紫东，当然尔冬升，段位不一样！！！,16,1
80,第四期下,6725735840280418637,,5,S卡 : NO.1！！！！！,4,11
81,第四期下,6725736349979308685,,2,来啦 来啦,0,12
82,第四期下,6725736295143338455,,2,来啦,0,12
83,第四期下,6725736732803188012,,0,莫得人吗,0,16
84,第四期下,6725737591484906401,,6,S卡 : 我来了,3,10
85,第四期下,6725737709316852758,王+🌈,0, 来了,4,4
86,第四期下,6725737956482947253,,5,来了,0,5
87,第四期下,6725738422763723857,,6,会员硬气点,0,5
88,第四期下,6725738599581676338,,6,曹骏,0,8
89,第四期下,6725738605743108929,,6,没人呢,0,0
90,第四期下,6725739009655636969,Emma L,2,来太早了,0,6
91,第四期下,6725739307354046422,,0, 一张s卡 送给再坐得VIP,4,17
92,第四期下,6725742348903575862,,0, 。,3,1
93,第四期下,6725746732001950383,,6, 就喜欢腾讯的不准时,1,9
94,第四期下,6725750636245620416,胆小鬼,2,为啥不选曹骏，唉，我最被打动的地方就是他演的那块,2,41
95,第四期下,6725752587792393204,,0, 那张大大太恶了,4,5
96,第四期下,6725754564790167132,,0,为什么把曹骏淘了,2,28
97,第四期下,6725755294954569363,南故笙箫,0,郭敬明好可爱呀,2,4
98,第四期下,6725770555838409394,蒲公英,0,唉，曹骏太惨了,3,18
99,第四期下,6725770975910233243,,0,曹骏曹骏曹骏曹骏,2,6
100,第四期下,6725774385577661304,,0,心疼曹骏,2,0
101,第四期下,6725777454235370379,,0,今天,3,3
102,第四期下,6725780893479400960,,0,1,4,1
103,第四期下,6725783503830023986,,0, 哦,4,0
104,第四期下,6725787001813142686,海带海带浪花里舞蹈,0,"曹骏加油 有很多观众喜欢你,期待你能遇到好的剧本",2,5
105,第四期下,6725791480675767208,,0, 是不是曹骏小时候拍戏没休息好，没长高？？？,1,8
106,第四期下,6725961515184669210,鑫雨🧚🏻,0,曹俊我意难平,1,6
107,第四期下,6725969165347695848,,0, ？,1,0
108,第四期下,6725975639003246714,,0,帅,3,0
109,第四期下,6725997612816117681,,0,还是看脸呀,1,1
110,第四期下,6725999932844046337,,0,不选小沉香你得给我解释,4,10
111,第四期下,6726019902991737800,,0,土归土,4,0
112,第四期下,6726048249338329774,MIN·敏敏子,0,  耶吼,2,0
113,第四期下,6725982316705290818,,0,打卡,2,0
114,第四期下,6725846843521174565,,0,  哎 现在最不真实的 不是剧 而是人,1,0
115,第四期下,6726095014817462051,,0, 曹俊,1,0
116,第四期下,6726130851039913757,,0, 等级低,3,0
117,第四期下,6725809523329797454,,0,有毒吧，曹骏这么好,3,0
118,第四期下,6726132132953432265,,0,东东真的没被淘汰！太棒了,1,1
119,第四期下,6726183432058599642,,0, ～,3,0
120,第四期下,6725735620753423738,,3,S卡 : 没人?,8,17
121,第四期下,6725735823497690833,,5,我来啦,7,15
122,第四期下,6725736256435068029,,0, 就喜欢腾讯的不准时,8,23
123,第四期下,6725736927413335785,,4,太不守时了,6,3
124,第四期下,6725737400460888552,,0, wow,7,0
125,第四期下,6725737989584430271,,0,  我是s卡，大家都来夸,6,20
126,第四期下,6725738138153713566,🍉,5,S卡 : 我得快乐源泉,5,26
127,第四期下,6725738137056159194,,0,第四期上呢？？？？？？,5,21
128,第四期下,6725742724566414752,,4,S卡 : VIP来了,9,21
129,第四期下,6725755516615162323,南故笙箫,0,郭敬明挺真诚的，晏紫东应该也很感动,8,12
130,第四期下,6725757374972834370,Dawn,0, 啦啦,8,2
131,第四期下,6725769805158665153,林音,0, 一张s卡 送给再坐得VIP,9,18
132,第四期下,6725786679225026977,萨摩小耶,0,来的好早,9,6
133,第四期下,6725798396407782689,迷离,0,。,7,0
134,第四期下,6725800161618103499,,0, 1,7,0
135,第四期下,6725817207739631938,,0,就是发个弹幕证明我来了,6,9
136,第四期下,6725825603062702356,,0,真的生气,5,10
137,第四期下,6725891191720834335,,0,。。,6,2
138,第四期下,6725900223747653051,,0,！！,6,0
139,第四期下,6725916992755744649,,0,hhh,8,0
140,第四期下,6725924663818649428,,0, 来了,6,1
141,第四期下,6725915020276246389,夜幕下萤火蝉鸣,0, 来了臭弟弟们,7,3
142,第四期下,6725914128340421621,Dietitian  Deng,0,王杨,5,0
143,第四期下,6725929936907390008,,0,  加油,5,0
144,第四期下,6725940162767029956,,0, 7,8,1
145,第四期下,6725939784071976122,,0,Nono,6,0
146,第四期下,6725949857279278347,,0,  尔导啊，为啥不选曹俊,7,7
147,第四期下,6725952530699286613,,5,q,6,0
148,第四期下,6725956887863557156,,0,  曹骏曹骏,9,1
149,第四期下,6725963588856645728,,0, Y,7,0
150,第四期下,6725967718617986866,🍪🍪高热量曲奇,0, 哈哈哈哈哈哈哈哈,8,2
151,第四期下,6725992276604161397,,0,  来了,8,0
152,第四期下,6726012373522644891,,0,为什么不选曹骏,5,6
153,第四期下,6726022948600344936,叫我女王,0,选尔导,7,0
154,第四期下,6726027714136351466,,0,支持曹骏，他值得更好的,9,4
155,第四期下,6726028954354258074,,0,啦啦,5,0
156,第四期下,6726037770399631940,魏子焱,0,  妙啊,9,0
157,第四期下,6726053692538648689,,0, 图,5,0
158,第四期下,6726064606205721959,L.ong,0,老子来了,9,0
159,第四期下,6726106323463163902,,0,  曹俊为什么没人选,9,0
160,第四期下,6725736098195599501,,1,S卡 : 来了,24,5
161,第四期下,6725736272951261447,,1,S卡 : 我来了～薇导,23,15
162,第四期下,6725737480991479158,,0, 来了,24,3
163,第四期下,6725738298549446421,,0, 打卡打卡,24,1
164,第四期下,6725747672458183105,,5,S卡 : 哈哈哈哈哈哈哈哈哈,21,30
165,第四期下,6725752912054036222,,0, 真的别让张大大出来了，我看到他饭都吃不下了,21,34
166,第四期下,6725757783326788581,,4,每周必看,20,8
167,第四期下,6725757835523849898,,4,打卡,23,0
168,第四期下,6725760486831832801,浅说,0, 来了,24,1
169,第四期下,6725761527552917795,南故笙箫,0,郭敬明颜值不错呀,22,14
170,第四期下,6725763064563698743,,0, 好希望能厚待努力的曹骏，张海宇，他们真很努力,23,12
171,第四期下,6725768462087999269,叫爸爸,0,  沉香呢,21,2
172,第四期下,6725768861977091773,,8,这就更新了？喜欢腾讯的不守时,20,5
173,第四期下,6725770222458349402,,0,曹俊啊,21,4
174,第四期下,6725774045306405741,,0, 综艺就是综艺,24,0
175,第四期下,6725775885406245270,,0, 进,21,1
176,第四期下,6725783646215065412,,3,S卡 :  wow,22,1
177,第四期下,6725786103947183763,菜包包子,0,之前曹的镜头很少就猜到肯定要淘汰他的,21,1
178,第四期下,6725796127767504759,,0,温峥嵘胡杏儿加油,22,1
179,第四期下,6725800311606680656,,0, [小金鹅8]1111,21,0
180,第四期下,6725801517245463239,～(不咋看微信),0,明明曹俊是演的最好的呀,21,0
181,第四期下,6725825273411077608,C'est La Vie,0,  🙄,22,0
182,第四期下,6725946315822872456,嘟嘟,0,  生气,22,1
183,第四期下,6725949857790983437,,0, 我要把这张s卡给郭敬明老师。,24,2
184,第四期下,6725949857115340184,真的不是馋,0,曹骏演的这么好,24,0
185,第四期下,6725952616737736229,,0,  好玩,24,0
186,第四期下,6725987576043740382,,0, 抱歉。我真的很不理解，为什么不给曹骏？？,22,0
187,第四期下,6725994018356005361,,0, 给郭敬明老师,22,0
188,第四期下,6725997938452135036,阿白,0, 这片段就曹俊演的还像样点好吗？,20,4
189,第四期下,6726014678918996856,,0, 曹骏，观众才是你的后盾，加油,20,0
190,第四期下,6726020880969214364,,2,为什么不留曹俊啊啊啊啊啊,23,3
191,第四期下,6726035050770968073,,0, 看不懂,20,0
192,第四期下,6725848475373157181,,0,  大家后期投票！让曹骏复活吧[圈粉8 [圈粉8,23,1
193,第四期下,6725827083853342200,阿金哥哥🐓,0,曹俊我给S卡,23,2
194,第四期下,6726089513145705641,張冷.,0, 。,23,0
195,第四期下,6726099251836945540,,0,  什么玩应,23,0
196,第四期下,6725817595724313444,,0, 复活曹骏预订我一票,20,4
197,第四期下,6726162384084809110,秋,0, 挺好,20,0
198,第四期下,6726220662039845467,,3, 居然没选曹俊卧槽,20,0
199,第四期下,6725735815369489981,美少女壮士,4,S卡 :  真的只有我一个人先来了吗！胖柒第一,14,53
200,第四期下,6725736133163512010,君🤗🐾,1,S卡 : 好早,13,14
201,第四期下,6725736743226026905,,0,  哈哈，终于等到啦,14,14
202,第四期下,6725736818306905626,,0,好早,13,0
203,第四期下,6725736839010350537,,0,提前,14,2
204,第四期下,6725737195819778043,,0, 先来打个卡,14,3
205,第四期下,6725737953097168244,,1,S卡 : 我要s卡,11,9
206,第四期下,6725738530829697167,,0,S卡 : 郭导说的好真实丫,10,29
207,第四期下,6725739779053859658,吴志男,0, 开心😁,13,2
208,第四期下,6725740295558254439,,0, 个,13,0
209,第四期下,6725740359020904369,,0,666,10,3
210,第四期下,6725740502245156716,翱,0,这就更新了？喜欢腾讯的不守时,10,19
211,第四期下,6725736650472176593,,4,就喜欢你的不准时,44,3
212,第四期下,6725736784351177705,,0, 二二,44,1
213,第四期下,6725736914756283614,,0, 好,44,0
214,第四期下,6725742900736624042,,2,S卡 : 李成儒来也,42,6
215,第四期下,6725742912892028905,格兰芬多扣十分儿,4,S卡 : 开了,43,3
216,第四期下,6725744097257255576,,0, 任敏    未来可期～加油！,42,14
217,第四期下,6725764349089559109,苗和之否否吽,3,S卡 : 张大大总比大鹏好吧,40,14
218,第四期下,6725770062142668301,,2,S卡 : 都是会员，别低调了,41,3
219,第四期下,6725770367870681343,,0,明明曹俊最好,41,10
220,第四期下,6725772374298868881,,2,来了,41,0
221,第四期下,6725772888395417286,MCH,0,赵薇,43,0
222,第四期下,6725781600577460178,,0, 替曹不值,41,3
223,第四期下,6725786021017404883,,0,那就去替曹骏投票吧姐妹们！！,41,3
224,第四期下,6725791821240669840,,0,曹骏可以复活吗,41,1
225,第四期下,6725838489264836535,,0,为什么没人选曹骏，他明显表现的最好,41,1
226,第四期下,6725839094997519452,YUXI,0,曹骏啊,43,6
227,第四期下,6725992223768780134,Aliens,0, 曹骏微信是给了的,41,2
228,第四期下,6725998192083062647,美好时光,0,曹骏没人选吗,43,0
229,第四期下,6726032233821882911,正大,0, 五道口职业学院发来贺电,40,2
230,第四期下,6726008183912413852,眉眼如初,0,这个世界就这样 努力的人不被看到  随意的人始终被宠,42,6
231,第四期下,6725976112276903705,,0,  为什么不选曹俊？？？？,44,2
232,第四期下,6725970833032289187,,0, 啊啊啊,40,1
233,第四期下,6726058534976556843,,0, 曹骏呀呀呀呀！,42,1
234,第四期下,6726072932810297439,静静,0, 曹骏那么好，为什么没人选,44,0
235,第四期下,6726080991674746734,小R,0,预测曹俊返场,40,0
236,第四期下,6726102598770214340,,0,把曹骏复活,44,2
237,第四期下,6726102582357895043,,0, 从头到尾就心疼曹俊,40,4
238,第四期下,6726102976575323118,,0,曹骏演的很好啊,40,1
239,第四期下,6726114340065444406,小树苗,0, 是因为外形吗？,43,1
240,第四期下,6726142356815541906,阿熊℡15768730101,0, 说来说去还是看脸，,43,0
241,第四期下,6726153422431035531,,0, 曹俊是很好，但是有十几年的戏龄了难搞,40,1
242,第四期下,6726211426512827239,,2,曹俊意难平.,42,0
243,第四期下,6726271645382023779,,0,为什么不留曹俊啊啊啊啊啊,40,0
244,第四期下,6726291517835038161,,0, 曹俊意难平,44,0
245,第四期下,6725797529800702824,,0, 来来来了,43,0
246,第四期下,6726333189695141261,摸凹猫,0, 来啦来啦！,42,1
247,第四期下,6726333904367154410,原子,0,没钱没势啊曹俊,43,1
248,第四期下,6725769553117721199,,0,喜欢曹骏,42,0
249,第四期下,6725750224854743265,,0, 大V豪横点哈哈,42,0
250,第四期下,6726471411474874910,Yolo,0, 看来大家都喜欢曹俊,44,0
251,第四期下,6725735950732954958,,5,S卡 : 是我来早了吗,49,9
252,第四期下,6725738163667664846,,2,S卡 : 准时打卡,47,7
253,第四期下,6725741567773538615,,0, 任敏很好看,49,4
254,第四期下,6725764913010248922,,3,都是会员，别低调了,48,12
255,第四期下,6725766382789786719,,2,S卡 : 曹俊啊,45,17
256,第四期下,6725767718714712096,灞波儿奔,0, 莫要淘汰曹俊,49,12
257,第四期下,6725778899231818063,,0,啥也不说了各位，我先去微博关注一波曹骏了。路转粉！,49,7
258,第四期下,6725782112193507803,,5,不理解为什么不曹俊,46,17
259,第四期下,6725797419411819139,,0,骏哥回来,47,5
260,第四期下,6725956275424921146,,0,哎！曹骏想出来太难了,45,14
261,第四期下,6725973497047350295,এ ꦿ᭄茉莉花ꦿ,0, 啥时候曹骏回来了，告诉我一声,45,10
262,第四期下,6725991486568201389,석은 선녀,0, 让曹骏复活吧,49,5
263,第四期下,6725998202764590674,美好时光,0, 还蛮喜欢曹俊的.,45,2
264,第四期下,6726012309371816284,,0, 为曹俊打calI,49,2
265,第四期下,6726028067950066987,,0,路人表示曹骏演技真的不错，对他挺有好感的,46,8
266,第四期下,6726041650546058351,💫,0,  哈哈哈,47,0
267,第四期下,6725989729905606571,༗࿐李九ྀི🐢🐍🍸🧸,0,曹俊不比他演得好啊,45,3
268,第四期下,6726057064847837038,,1, 曹骏实力惨,49,0
269,第四期下,6725906015552992129,luan chun guang,0,尔冬升是不看演技的，完全看脸和形象,46,1
270,第四期下,6725836982481091244,！,0,只有曹骏是最好的,47,1
271,第四期下,6726083336739473322,,0,强烈要求让曹骏返场,45,0
272,第四期下,6726094844223532594,,0,更喜欢曹骏,48,4
273,第四期下,6725819272171822631,南宫烟雨,0, 敏敏子我来啦,49,0
274,第四期下,6726108908936002483,,0, 曹骏挺好的呀,46,0
275,第四期下,6726128672539387237,,0,心疼曹骏，意难平,45,0
276,第四期下,6725807955338884651,M,0, 下?,46,0
277,第四期下,6726304660564942005,🗻,0,快给曹俊投票 又老实又乖巧的,47,0
278,第四期下,6726312724181225006,奋斗君,0,把曹俊复活,47,0
279,第四期下,6726340663782345156,,0, 曹骏微信是给了的,45,1
280,第四期下,6726393012457503579,修心养性,0,曹俊，曹俊曹俊,48,0
281,第四期下,6726500925168928102,,0, 任敏    未来可期～加油！,47,0
282,第四期下,6726507610293867266,,0, 曹骏呀呀呀呀！,48,0
283,第四期下,6726798161277909851,,0,我喜欢曹俊,48,0
284,第四期下,6727265268960260705,,0, 看看得了，认真不得,47,0
285,第四期下,6725735932555142492,媛,3,S卡 : 媛  我第一,36,6
286,第四期下,6725736783063486529,,0,no.2,36,1
287,第四期下,6725738140377055029,,1,S卡 :  大家要多大弹幕哦,37,7
288,第四期下,6725738800385032840,言止。,0,  打卡打卡,36,0
289,第四期下,6725738981285676490,,0, 第四期上呢,37,3
290,第四期下,6725738960065688943,泺,1,S卡 : [圈粉8楚然楚然,39,5
291,第四期下,6725745964587884029,,0,哦豁,39,0
292,第四期下,6725752288485505650,,0, 来啦来啦,37,2
293,第四期下,6725767082110644956,,2,S卡 : 呜呜呜,38,8
294,第四期下,6725768514389948574,,0,为什么没人选曹骏，他明显表现的最好,38,16
295,第四期下,6725783899738749516,Di,3,曹俊一般,35,1
296,第四期下,6725786994896025442,,0,曹骏曹骏啊,36,5
297,第四期下,6725787641913556320,,0,666,35,0
298,第四期下,6725788562596494729,,0,曹骏可以复活吗,39,5
299,第四期下,6725791799920756776,,0,曹骏没人选吗,36,1
300,第四期下,6725794840841752765,,0, 黄梦莹,38,2
301,第四期下,6725796200484159665,,0, 替曹不值,39,1
302,第四期下,6725816352566870408,,0, 为了让我们投票吧,35,1
303,第四期下,6725837329282923402,秋风悲画扇,0, 为赵薇导演而来,35,2
304,第四期下,6725883909105982137,霜降蝶也愁,0,导演也选有市场的，我感觉曹俊演的好，就是不选,36,3
305,第四期下,6725922257103165012,,0,哎！曹骏想出来太难了,39,2
306,第四期下,6725940270292207379,LY,0,曹俊不应该啊,37,3
307,第四期下,6725945674154055945,,0,都是会员，别低调了,39,0
308,第四期下,6725956250111604752,,0, 还蛮喜欢曹俊的.,39,1
309,第四期下,6725960310572174463,Forever,0, 😁😁😁😁,36,0
310,第四期下,6725998175695916878,美好时光,0,给曹俊一个机会吧,39,0
311,第四期下,6725998290795694294,,0,把曹骏复活,35,7
312,第四期下,6726015563387648546,,0, 替曹不值,37,1
313,第四期下,6725843656223738541,,0,曹骏太可惜了,37,1
314,第四期下,6726088989193260661,霜,0,开期选得随便，这些导演也就看现实,35,2
315,第四期下,6726102569732046692,,0,  大家后期投票！让曹骏复活吧[圈粉8 [圈粉8,37,3
316,第四期下,6726108799159442261,李曼霓,0,一个个都在往精英阶层凑，结果一个个都脱离了人民群众,36,1
317,第四期下,6726117921292527282,,0,  来了,35,0
318,第四期下,6726170761826074836,叹流年又成虚度,0, 曹骏,35,0
319,第四期下,6726355852036607295,冰之源,0, 看来大家都喜欢曹俊,38,4
320,第四期下,6726399554523168556,转身后可以重新开始,0, 好希望能厚待努力的曹骏，张海宇，他们真很努力,38,1
321,第四期下,6726434882906684091,逆光💕,0,不理解为什么不选曹俊,38,0
322,第四期下,6726447247572630552,,0,社会啊没颜值没名气不争不抢受欺负,37,0
323,第四期下,6726823023883089121,,0,曹骏演的很好啊，为什么没有,38,0
324,第四期下,6726857176239248307,,0,童星像杨紫张一山又红起来就是因为正好碰到适合的作品,38,0
325,第四期下,6725736607779374117,,1,S卡 : 贵分开过很容易这个成绩发芽显然惊讶,30,32
326,第四期下,6725736934305629305,,0, 来了,30,5
327,第四期下,6725738887977825626,泺,1,S卡 : 爱楚然,34,8
328,第四期下,6725739283350059007,郭汉星,0,  薇薇，我来了,30,5
329,第四期下,6725739244619855789,🐷,0, 来啦来啦！,30,3
330,第四期下,6725739999699416301,,1,S卡 : 来了来了,33,7
331,第四期下,6725762533316655723,,1,  薇薇，我来了,34,6
332,第四期下,6725767050570482273,,2,S卡 : 还蛮喜欢曹俊的.,31,17
333,第四期下,6725772454921794809,蒲公英,0,又是和上一季一样，我喜欢的走了好多，好心疼曹骏,30,2
334,第四期下,6725773350992903536,刘岩,3,，,32,0
335,第四期下,6725776028183590728,,0, 真的别让张大大出来了，我看到他饭都吃不下了,32,15
336,第四期下,6725809178142772069,冉冉,0, 曹骏多好演的,30,1
337,第四期下,6725956096129955988,时光🍀,0, 明明这段曹骏最棒！！！！,34,2
338,第四期下,6725969910229564094,这个少女有点软ꦿɞ,0,曹俊啊,30,1
339,第四期下,6725969916403939617,这个少女有点软ꦿɞ,0,  沉香呢,32,2
340,第四期下,6726008934101448357,Muuuu_,0, 我的意难平,31,1
341,第四期下,6726012582591918318,,0,曹骏演的好,31,1
342,第四期下,6726023382514732462,,0, 曹骏实力惨,30,1
343,第四期下,6726025787919025236,,0,曹骏演的很好啊,33,4
344,第四期下,6726019003178303233,,0, 从头到尾就心疼曹俊,31,0
345,第四期下,6726030586714462849,,0,  生气,34,1
346,第四期下,6726008020419419811,眉眼如初,0,曹俊这么入戏的人都没给个A 真是不科学,32,3
347,第四期下,6725985739587384264,,0,心疼曹骏，意难平,31,0
348,第四期下,6726054958950023087,,0,快去给曹骏投票,34,0
349,第四期下,6726080370477351723,,0,为什么不是曹俊,31,0
350,第四期下,6726089595357265002,張冷.,0,我,34,0
351,第四期下,6725823075662892622,,0,希望曹俊能回来，他一定可以的。,34,0
352,第四期下,6726102545136630021,,0,郭敬明颜值不错呀,31,0
353,第四期下,6725813314649260618,,0,为嘛不给曹骏,34,0
354,第四期下,6726118598869718225,Pearl蛋黄兔🍭,0, 哦什么哦哦哦,33,0
355,第四期下,6726132296471216117,🌟鑫柔🌙,0,还是靠颜值,33,0
356,第四期下,6726149270158157610,,0,啊啊啊,32,0
357,第四期下,6726270789647538580,,0,  曹骏真的是耐看型 演技又好,31,0
358,第四期下,6726168179937311617,吉斯仏,0,大家为曹骏发电啊,32,1
359,第四期下,6725797296669696220,,0,看的糟心，溜了,32,0
360,第四期下,6726314879269409706,,0,为啥不选曹俊😩,33,0
361,第四期下,6725782542475530402,,0,曹俊可惜了,32,0
362,第四期下,6726382655567493662,💕瞬间~烟花👒,0, 曹駿  曹駿  曹駿,33,1
363,第四期下,6726510698294342603,,0,S卡 : 这片段就曹俊演的还像样点好吗？,33,0
364,第四期下,6726832603850582001,,0,再刷一次 心疼曹骏,33,0
365,第四期下,6725736771382389710,,2,S卡 :  第一第一,50,3
366,第四期下,6725737708247258869,👑,1,S卡 : 就喜欢你的不准时,52,10
367,第四期下,6725738950842054103,,0,为了看这个，我还专门开了会员，呜呜呜呜,52,6
368,第四期下,6725740116431801372,,1,S卡 : 来看点评的,53,3
369,第四期下,6725771383340730436,,0, 真假……,50,5
370,第四期下,6725774103791469058,静雪,0,S卡 : 曹俊啊,52,4
371,第四期下,6725774619174252996,,0, 任敏很好看,52,1
372,第四期下,6725776447270040286,,0, 曹俊啊,52,0
373,第四期下,6725778231926131125,,6,S卡 : 。。。,54,0
374,第四期下,6725778929119064860,,0,曹俊挺好的啊，没人要？无情,54,18
375,第四期下,6725782774315418769,。,0, 曹俊是我的意难平,54,12
376,第四期下,6725785131384245025,,0,明明曹俊最好,54,2
377,第四期下,6725786859928226633,,6,不理解为什么不曹俊,51,9
378,第四期下,6725787199411300401,Rainbow  จุ๊บ,0,啥也不说了各位，我先去微博关注一波曹骏了。路转粉！,54,2
379,第四期下,6725787520342630170,,0,看不到曹骏的好 ?????,53,18
380,第四期下,6725790598322909211,,0, 就这？？？？,53,0
381,第四期下,6725792324724923118,头疗毛囊健康管理师（张子帅）,0,那就去替曹骏投票吧姐妹们！！,54,1
382,第四期下,6725795994376018530,王飞帆同学,0,进度条你该学会自己长大了,52,2
383,第四期下,6725801116110616473,,0, 曹骏啊  我的曹骏    好生气也好难过,51,25
384,第四期下,6725803471237820955,,0,好喜欢任敏,53,0
385,第四期下,6725822454498342955,,0,没觉得楚然惊艳,51,3
386,第四期下,6725925788324491497,,0,这,50,0
387,第四期下,6725934251210114102,,0,意难平曹俊，他挺好的呀,52,3
388,第四期下,6725938002813022661,,0, 打卡,54,0
389,第四期下,6725947422351586192,,0,导演也选有市场的，我感觉曹俊演的好，就是不选,50,4
