6,12,241.49,198.2,137.39,139.33,0.016178
6,13,610.11,447.32,146.57,93.68,0.013091
7,1,559.56,129.16,48.61,40.92,0.73294
7,2,505.96,70.899,26.3,23.855,0.61634
7,3,544.37,89.402,35.74,33.728,0.61562
7,4,726.11,107.07,44.4,34.95,0.40658
7,5,859.73,211.83,101.27,85.84,0.35821
7,6,553.43,64.416,29.94,31.171,0.33674
7,7,544.37,42.455,28.69,26.289,0.12729
7,8,547.95,52.749,31.97,30.319,0.12105
7,9,846.55,94.324,41.57,32.406,0.042331
7,10,295.08,256.39,52.86,90.73,0.034233
7,11,848.81,217.25,73.76,111.19,0.02752
7,12,549.36,144.14,59.18,33.09,0.0099736
8,1,559.6,130,49.2,42.45,0.75487
8,2,506.45,70.325,26.27,26.027,0.60122
8,3,543.06,91.649,37.03,32.871,0.56193
8,4,723.16,104.92,44.37,35.41,0.43665
8,5,851.27,200.11,109.73,94.83,0.38114
8,6,553.32,66.172,29.32,28.256,0.33961
8,7,553.02,56.932,25.75,25.49,0.24443
8,8,544.74,39.192,25.25,26.234,0.12731
8,9,545.33,79.499,36.28,34.141,0.099254
8,10,857.37,129.5,103.63,127.44,0.0715
8,11,294.77,256.91,53.86,90.54,0.032812
8,12,846.75,94.121,41.08,32.649,0.017396
9,1,560.23,132.53,49.28,43.86,0.75588
9,2,505.17,72.201,27.32,24.098,0.60143
9,3,544.48,92.456,36.71,33.034,0.59933
9,4,722.25,103.46,43.28,35.56,0.4348
9,5,839.64,199.95,118.99,82.98,0.43462
9,6,554.42,66.187,29.59,30.162,0.34417
9,7,553.34,57.439,25.75,24.961,0.27643
9,8,846.36,94.4,42.03,32.51,0.065388
9,9,545,82.735,36.7,29.365,0.063827
9,10,848.53,117.53,112.47,134.25,0.048908
10,1,560.19,133.91,50,43.8,0.75108
10,2,505.85,73.296,26.88,24.922,0.59187
10,3,544.34,91.321,36.87,36.289,0.55968
10,4,854.04,201.18,98.68,84.38,0.47783
10,5,721.62,103.85,42.94,35.29,0.41667
10,6,554.69,66.833,29.53,30.652,0.34211
10,7,551.68,59.437,30.63,27.487,0.21457
10,8,545.32,44.742,27.58,26.2,0.13973
10,9,570.22,37.408,25.19,28.384,0.12028
10,10,831.16,195.09,79.1,93.11,0.10444
10,11,852.61,115.1,104.49,126.85,0.088152
10,12,848.17,96.256,40.6,31.144,0.078102
10,13,546.26,151.92,64.33,33.52,0.05691
10,14,95.779,226.5,84.131,59.38,0.052036
10,15,546.58,79.169,37.06,36.591,0.041952
10,16,295.6,254.3,53.14,95.79,0.027001
11,1,561.1,135.78,50.13,45.31,0.76061
11,2,543.74,93.794,38.6,34.796,0.60955
11,3,505.29,74.133,27.16,24.449,0.57846
11,4,831.49,190.99,116.39,86.98,0.50388
11,5,718.28,102.59,43.49,35.22,0.44148
11,6,555.66,69.002,28.97,29.524,0.32247
11,7,556.04,60.62,25.59,24.63,0.25373
11,8,545.6,41.123,25.31,26.125,0.12794
11,9,848.46,96.537,40.14,30.573,0.095541
11,10,547.6,152.45,64.06,35.87,0.081515
11,11,96.62,226.85,82.91,60.02,0.078057
11,12,843.89,116.71,116.5,128.18,0.073442
11,13,570.6,37.343,25.61,28.314,0.054403
11,14,547.36,79.297,36.3,37.113,0.040189
11,15,296.21,254.13,51.66,97.27,0.028952
12,1,562,135.68,49.89,47.11,0.7452
12,2,544.01,94.493,37.37,35.917,0.60608
12,3,506.05,74.672,27.16,25.553,0.59404
12,4,826.64,189.12,115.96,78.04,0.51404
12,5,717.56,101.57,43.09,34.89,0.44764
12,6,555.19,69.247,29.42,30.686,0.32772
12,7,554.87,59.432,26.82,27.168,0.23505
12,8,544.84,41.244,26.39,26.308,0.13917
12,9,575.44,45.297,25.18,25.314,0.093011
12,10,98.088,226.57,82.422,61.14,0.065245
12,11,847.99,96.565,40.31,30.475,0.059373
12,12,295.25,255.23,52.43,96.07,0.05572
12,13,545.75,49.724,33.89,28.5,0.043563
12,14,549.26,154.6,63.14,35.79,0.034451
12,15,845.68,115.34,115.32,128.13,0.025085
12,16,546.09,82.235,37.41,36.585,0.021386
13,1,559.09,137.46,53.15,45.82,0.77329
13,2,505.36,74.527,27.42,25.106,0.64258
13,3,544.03,94.118,37.72,36.402,0.59861
13,4,820.03,184.54,114.89,75.51,0.52284
13,5,716.99,99.563,39.47,35.587,0.38151
13,6,555.23,67.998,28.73,29.912,0.35366
13,7,554.04,58.639,27.65,29.346,0.23958
13,8,545.78,43.976,27.58,26.992,0.12929
13,9,573.99,46.697,25.95,24.957,0.081873
13,10,552.44,78.176,32.09,32.504,0.062593
13,11,817.45,63.304,61.33,51.216,0.061325
13,12,546.92,157.25,64.99,32.92,0.044785
13,13,846.4,94.481,41.52,32.449,0.027106
14,1,563.26,141.79,51.6,45.55,0.68834
14,2,818.3,178.93,109.76,75.9,0.60359
14,3,506.11,73.967,27.76,27.293,0.54806
14,4,544.71,96.706,38,35.724,0.51732
14,5,714.67,97.692,41.74,35.398,0.44864
14,6,555.29,69.987,30.96,29.826,0.30705
14,7,556.55,59.218,25.64,25.731,0.26258
14,8,545.75,45.435,30.3,26.523,0.12923
14,9,546.94,83.017,36.68,37.703,0.10553
14,10,575.18,45.124,24.87,25.521,0.080992
14,11,552.1,156.94,61.27,38.47,0.080612
14,12,846.95,94.124,41.82,32.976,0.071391
15,1,566.72,145.41,52.3,49.06,0.63012
15,2,817.04,180.92,107.06,69.46,0.6251
15,3,548.67,101.4,37.76,37.59,0.52007
15,4,507.27,78.432,28.57,27.728,0.41418
15,5,718.61,100.22,38.66,36.3,0.36858
15,6,558.49,70.887,31.15,34.043,0.25922
15,7,860.54,74.434,39.06,29.586,0.1844
15,8,558.45,62.255,26.27,25.565,0.13865
15,9,547.27,28.067,53.01,51.088,0.09714
15,10,808.75,174.07,75.17,98.64,0.090918
15,11,851,98.284,40.41,31.866,0.02733
15,12,551.1,82.635,35.57,39.095,0.025727
15,13,636.66,37.52,36.69,29.117,0.021943
16,1,567.03,149.29,53.28,49.37,0.73717
16,2,811.68,179.17,104.8,71.61,0.58748
16,3,508.27,83.014,29.6,26.716,0.56402
16,4,548.72,102.36,39.74,39.31,0.51692
16,5,717.09,102.64,41.45,34.89,0.45456
16,6,561.51,77.42,30.27,31.4,0.39033
16,7,862.14,78.155,40.46,28.015,0.27819
16,8,562.02,68.071,26.18,25.215,0.25917
16,9,582.09,54.201,24.76,24.078,0.1342
16,10,551.89,46.036,24.89,27.836,0.13186
16,11,553.06,56.132,27.83,24.038,0.11461
16,12,825.44,70.42,60.76,53.48,0.051035
16,13,637.77,40.992,39.22,27.961,0.041564
16,14,854.26,100.99,38.71,31.31,0.03647
16,15,553.69,88.933,35.32,35.227,0.012525
17,1,567.75,150.35,55.66,50.27,0.77673
17,2,510.17,82.811,28.25,27.099,0.58921
17,3,549.59,105.3,40.07,36.61,0.5815
17,4,810.52,177.46,98.8,66.61,0.54515
17,5,561.47,77.71,29.99,30.57,0.43169
17,6,716.25,101.83,38.94,34.84,0.36509
17,7,861.95,77.615,40.23,26.805,0.2507
17,8,562.54,68.524,25.88,25.313,0.22271
17,9,550.97,49.659,27.7,28.42,0.1373
17,10,581.62,55.173,25.48,24.693,0.10633
17,11,852.68,101.14,40.17,30.65,0.093742
17,12,560.31,92.692,30.38,26.498,0.064347
17,13,635.96,40.534,39.57,27.598,0.061052
17,14,296.6,252.03,57.15,115.14,0.02651
18,1,567.47,152.36,56.23,49.67,0.77179
18,2,805.27,172.4,97.17,66.61,0.6261
18,3,507.97,81.475,29.39,27.415,0.57696
18,4,548.08,104.46,41.63,36.62,0.5733
18,5,560.21,75.551,31.29,32.369,0.4358
18,6,714.35,99.624,39.22,34.446,0.41436
18,7,561.47,66.633,25.71,25.739,0.25262
18,8,860.05,77.146,40.33,27.594,0.21052
18,9,549.89,47.661,25.99,26.855,0.1692
18,10,580.04,53.356,26.09,24.512,0.11781
18,11,825.75,69.891,59.88,52.389,0.096839
18,12,849.65,99.781,42.37,31.359,0.048703
18,13,553.93,92.491,34.9,29.429,0.048646
18,14,296.71,251.5,57.02,114.5,0.045761
18,15,623.93,36.985,50.21,32.277,0.038991
19,1,566.37,152.96,57.15,49.38,0.8502
19,2,797.85,167.14,96.64,66.78,0.63348
19,3,506.66,81.953,29.17,25.627,0.62351
19,4,547.21,104.3,41.96,37.16,0.61736
19,5,713.27,98.329,38.16,32.851,0.45469
19,6,559.46,75.276,31.31,31.274,0.44808
19,7,562.22,66.985,25.81,24.345,0.2398
19,8,860.31,75.724,40.04,28.736,0.23825
19,9,581.21,52.399,24.3,24.493,0.19243
19,10,550.96,54.095,28.47,23.69,0.17138
19,11,623.02,35.552,49.6,32.292,0.085751
19,12,558.22,89.078,31.17,29.362,0.062543
19,13,822.69,67.913,52.49,52.357,0.050269
19,14,550.07,42.127,24.19,28.861,0.046128
19,15,850.46,98.789,41.2,31.391,0.039523
19,16,297.91,249.93,55.61,105.85,0.028818
20,1,566.3,153.5,56.92,51.46,0.80125
20,2,547.21,104,41.98,36.33,0.62433
20,3,792.42,161.58,94.21,67.77,0.60846
20,4,507.94,80.096,28.58,26.964,0.60451
20,5,559.35,73.615,32.45,31.935,0.45565
20,6,712.12,94.84,37.44,33.74,0.38213
20,7,560.77,64.586,27.25,25.822,0.31174
20,8,550.63,52.465,28.54,23.395,0.17291
20,9,580.69,50.04,25.24,24.613,0.16613
20,10,549.95,90.76,39.73,38.22,0.073463
20,11,549.28,40.393,24.97,27.894,0.057545
20,12,307.16,177.42,101.59,173.66,0.0016052
21,1,566.35,154.51,58.21,51.59,0.77358
21,2,547.29,104.89,42.63,35.9,0.6429
21,3,506.96,81.093,29.63,26.187,0.62002
21,4,788.45,159.9,90.22,65.48,0.61815
21,5,711.05,93.998,36.55,32.382,0.49702
21,6,559.98,73.912,32.09,31.538,0.47047
21,7,561.67,64.207,26.86,26.071,0.28123
21,8,581.02,50.494,24.97,24.661,0.19766
21,9,551.2,51.658,28.35,23.76,0.1763
21,10,549.36,42.551,26.09,27.472,0.078649
21,11,551.72,88.625,37.43,31.445,0.048656
21,12,378.46,252.56,27.62,62.35,0.0051742
22,1,567.36,156.85,56.58,52.11,0.86733
22,2,545.79,105.85,43.26,35.42,0.65941
22,3,506.27,80.919,29.83,26.191,0.65802
22,4,787.35,156.18,85.73,68.26,0.60736
22,5,559.86,73.766,32.16,31.994,0.49585
22,6,708.03,91.996,38.34,33.254,0.41466
22,7,562.04,64.592,26.83,25.417,0.32026
22,8,550.73,51.595,28.27,24.197,0.19741
22,9,581.59,50.425,24.64,24.93,0.18687
22,10,851.03,96.714,40.56,30.036,0.08507
22,11,552.64,91.217,35.65,29.093,0.081386
22,12,549.33,40.631,24.86,27.262,0.059438
23,1,565.83,157.23,59.01,54.24,0.82863
23,2,505.6,80.785,29.7,26.545,0.63222
23,3,546.41,105.18,42.7,37.68,0.61981
23,4,780.71,152.43,87.75,62.01,0.5632
23,5,560.78,73.306,30.3,32.154,0.41462
23,6,706.06,90.581,38.7,32.689,0.39746
23,7,561.68,64.534,26.06,25.048,0.33779
23,8,577.78,50.097,27.99,25.243,0.17537
23,9,550.56,50.357,27.87,24.604,0.16266
23,10,848.27,95.534,40.77,29.746,0.09127
23,11,548.51,39.981,25.23,27.784,0.071199
23,12,794.23,124.93,143.81,72.57,0.041966
23,13,313.44,227.36,52.11,57.47,0.007627
24,1,564.39,158.71,61.95,54.71,0.77179
24,2,504.89,80.705,29.83,26.695,0.67669
24,3,545.91,106.2,43.3,37.73,0.67621
24,4,774.74,149.11,87.28,60.94,0.54275
24,5,706.03,90.055,36.29,31.075,0.48209
24,6,560.96,73.274,30.19,32.506,0.46504
24,7,560.66,64.213,28.01,27.305,0.36852
24,8,580.31,50.64,25.36,24.039,0.18767
24,9,548.09,47.914,28.74,26.078,0.15459
24,10,846.68,94.42,42.8,31.72,0.064353
24,11,548.33,37.571,24.71,28.314,0.013343
24,12,548.34,90.18,41.06,42.21,0.0096039
25,1,565.69,161.75,59.55,55.17,0.74176
25,2,546.16,108.46,43.99,37.26,0.6541
25,3,501.44,81.03,32.81,27.86,0.64701
25,4,774.35,149.07,80.95,58.5,0.57225
25,5,704.45,89.49,35.64,31.32,0.48052
25,6,561.44,75.041,29.62,31.729,0.46834
25,7,562.54,66.397,26.58,24.751,0.37199
25,8,581.34,51.24,24.93,24.687,0.22071
25,9,549.97,50.663,27.12,24.474,0.21752
25,10,849.75,95.192,39.63,30.148,0.083715
25,11,548.37,40.336,24.85,27.58,0.074976
25,12,786.6,166.86,73.6,58.27,0.031035
26,1,565.63,165.27,62.12,56.59,0.79673
26,2,502.96,83.159,30.86,25.961,0.70596
26,3,544.78,109.79,44.08,38.02,0.69755
26,4,769.18,147.1,80.95,56.26,0.62623
26,5,560.86,75.129,30.08,32.541,0.50373
26,6,700.45,87.75,37.66,31.84,0.38505
26,7,562.22,66.596,26.99,24.698,0.36378
26,8,580.56,52.099,25.53,24.685,0.16991
26,9,548.92,51.054,28.14,25.467,0.15242
26,10,552.76,184.89,75.8,46.82,0.094947
26,11,547.86,40.743,24.47,27.312,0.093255
26,12,846.96,94.769,41.6,32.181,0.061023
26,13,547.96,93.875,41.85,41.695,0.045504
27,1,564.78,166.11,63.94,57.28,0.78806
27,2,501.44,83.931,31.96,25.979,0.68794
27,3,544.57,109.23,44.94,39.34,0.66062
27,4,560.64,74.848,30.65,33.242,0.54991
27,5,763.71,144.26,81.33,55.43,0.53501
27,6,700.54,87.843,35.84,30.557,0.40019
27,7,559.03,65.892,30.75,29.51,0.27163
27,8,547.92,51.118,28.22,25.012,0.21889
27,9,580.13,52.222,25.65,23.871,0.16989
27,10,847.92,95.095,40.23,30.025,0.090008
27,11,547.31,40.607,24.66,26.689,0.052917
27,12,547.43,96.071,43.17,40.049,0.029833
27,13,552.45,187.99,76.81,46.23,0.018864
28,1,564.09,169.2,64.87,57.49,0.81099
28,2,543.59,109.24,45.26,40.75,0.68705
28,3,502.07,83.949,30.83,26.791,0.66908
28,4,763.1,141.27,75.69,57.69,0.60059
28,5,560.2,75.217,30.6,32.993,0.53681
28,6,697.77,86.16,36.51,30.7,0.47189
28,7,560.62,66.529,28.59,24.307,0.36325
28,8,548.39,49.897,27.97,25.791,0.23005
28,9,579.57,52.205,26.02,23.613,0.17661
28,10,546.83,40.375,23.81,27.503,0.13969
28,11,847.68,94.943,39.35,30.217,0.045847
28,12,553.87,189.91,77.57,47.91,0.037706
29,1,565.13,169.18,65.56,60.26,0.76656
29,2,501.26,83.212,31.74,28.858,0.73108
29,3,544.65,110.19,45.42,41.4,0.66151
29,4,757.55,137.52,75.61,57.14,0.59847
29,5,559.46,73.985,31.97,35.295,0.54625
29,6,697.13,85.556,35.32,30.614,0.37263
29,7,561.36,64.766,28.35,24.641,0.26966
29,8,547.94,50.042,27.52,25.396,0.21221
29,9,580.3,52.291,24.63,23.56,0.17468
29,10,546.8,40.439,24.44,27.1,0.15783
29,11,846.3,93.67,41.62,32.78,0.068869
29,12,867.52,80.32,92.59,62.15,0.044067
30,1,565.51,170.03,65.16,60.48,0.82777
30,2,500.98,83.702,32.03,28.948,0.74312
30,3,543.49,111.51,46.06,41.07,0.71551
30,4,752.13,133.55,78.39,56.94,0.58879
30,5,560.02,74.061,31.58,35.249,0.57332
30,6,695.56,84.609,36.74,30.411,0.41792
30,7,561.44,65.024,29.52,25.027,0.28741
30,8,547.78,49.788,26.96,26.051,0.20877
30,9,580.2,52.819,26.2,24.379,0.16962
30,10,546.49,39.872,24.79,28.338,0.10137
30,11,851.63,92.143,76.58,35.567,0.029316
31,1,566.94,172.66,65.77,61.79,0.84483
31,2,543.03,112.58,46.53,39.7,0.7338
31,3,501.03,83.879,31.75,28.991,0.70158
31,4,750.76,131.17,75.03,55.93,0.61227
31,5,560.81,74.018,31.03,35.382,0.55699
31,6,695.24,82.037,35.99,30.653,0.39632
31,7,559.24,65.55,31.86,27.318,0.31041
31,8,547.79,49.351,27.27,25.388,0.26886
31,9,580.66,52.731,24.97,23.136,0.26297
31,10,547.22,40.493,22.97,26.934,0.14864
31,11,847.09,92.832,39.22,30.318,0.056858
31,12,216.31,191.42,153.69,212.1,0.015651
31,13,556.17,87.609,34.91,37.411,0.011271
32,1,567.31,175.12,66.24,62.03,0.85708
32,2,543.7,112.27,47.21,42.2,0.80075
32,3,500.15,83.861,32.81,28.399,0.71044
32,4,756.33,131.37,63.55,55.32,0.62326
32,5,560.15,73.742,31,35.178,0.52254
32,6,692.76,80.584,37.84,29.516,0.41693
32,7,562.4,65.448,30.5,24.492,0.32903
32,8,547.66,48.273,26.59,26.735,0.30736
32,9,581.66,52.089,24.97,23.761,0.2204
32,10,844.72,91.342,41.97,31.498,0.050903
32,11,556.21,87.663,34.74,37.997,0.013296
33,1,543.89,112.82,46.09,43.06,0.79981
33,2,567.5,176.4,67.18,65.29,0.78569
33,3,499.67,82.541,32.83,30.499,0.70122
33,4,745.28,125.99,70.04,53.87,0.6066
33,5,559.87,73.956,31.11,35.464,0.56543
33,6,692.94,79.715,35.93,29.485,0.37279
33,7,561.75,65.39,30.74,25.991,0.33417
33,8,547.62,47.813,26.17,27.424,0.24862
33,9,581.24,52.602,25.02,23.071,0.22124
33,10,546.36,93.121,45.74,49.409,0.094366
33,11,846.59,91.541,39.27,30.119,0.075443
34,1,567.48,177.55,69.22,68.64,0.84131
34,2,543.78,114.3,46.09,42.11,0.73416
34,3,500.73,83.159,32.38,30.731,0.71441
34,4,751.92,125.72,61.4,54.17,0.59922
34,5,559.36,77.286,33.02,32.894,0.52393
34,6,691.31,78.292,36.92,29.838,0.4091
34,7,562.05,66.384,30.47,25.868,0.40109
34,8,548.03,47.767,25.96,27.081,0.24161
34,9,581.6,53.388,26.36,23.283,0.23875
34,10,846.95,91.331,39.19,30.559,0.063575
34,11,913.26,217.29,45.51,48.6,0.047253
34,12,545.92,37.605,25.35,27.257,0.027843
34,13,127.21,473.73,116.67,67.27,0.0069131
35,1,545.04,115.91,46.5,42.44,0.85457
35,2,568.44,182.48,70.07,68.19,0.7953
35,3,500.72,84.659,32.96,31.111,0.70535
35,4,747.08,124.86,63.05,51.65,0.59354
35,5,560.71,77.007,31.93,33.773,0.46932
35,6,563.9,66.406,30.08,26.346,0.45606
35,7,694.84,77.452,30.11,26.968,0.36793
35,8,547.92,48.804,26.16,25.767,0.30951
35,9,581.57,53.691,27.86,24.217,0.27307
35,10,909.12,205.71,51.88,64.33,0.099226
35,11,846.79,91.328,39.55,29.792,0.067492
35,12,546.3,38.058,24.82,27.11,0.060265
35,13,126.17,475.43,119.31,65.57,0.038164
35,14,105.93,268.51,47.75,55.31,0.022836
36,1,569.14,184.2,70.61,69.65,0.80039
36,2,543.23,115.17,48.02,45.19,0.73925
36,3,499.94,85.836,33.23,30.434,0.67466
36,4,742.91,120.95,64.32,49.52,0.59646
36,5,560.57,75.31,32.4,36.87,0.50599
36,6,563.88,66.448,31.05,26.975,0.35378
36,7,689.86,76.595,36.65,29.105,0.34633
36,8,547.99,48.466,24.38,26.868,0.27747
36,9,583.03,53.775,25.84,23.733,0.26722
36,10,900.81,201.81,60.19,60.27,0.21302
36,11,846.55,91.344,39.79,29.846,0.081185
36,12,546.18,98.602,46.18,47.508,0.03835
36,13,546.43,38.907,24.04,27.217,0.030405
36,14,108.12,276.77,44.6,48.78,0.0087962
37,1,569.94,187.6,70.58,71.66,0.80275
37,2,500.08,86.859,32.44,30.981,0.73538
37,3,543.89,116.01,48.79,47.02,0.73423
37,4,736.77,120.6,64.13,47.89,0.55409
37,5,560.55,76.697,32.83,36.373,0.51758
37,6,688.2,76.896,36.4,28.324,0.3808
37,7,564.87,69.504,30.58,23.712,0.3573
37,8,582.2,54.903,27.46,23.892,0.28701
37,9,546.81,47.425,25.3,26.914,0.26676
37,10,894.83,195.41,66.17,61.8,0.24595
37,11,846.71,91.137,39.51,29.853,0.10754
37,12,545.62,38.79,24.73,27.532,0.044105
37,13,553.48,213.7,86.41,61.05,0.025547
38,1,570.35,191.01,72.93,72.34,0.8044
38,2,544.66,120.23,48.81,43.77,0.77079
38,3,499.85,87.592,32.89,31.628,0.68489
38,4,740.89,119.28,56.85,49.79,0.67463
38,5,560.46,83.95,34.34,29.48,0.50644
38,6,564.69,69.186,32.27,26.049,0.38696
38,7,687.63,75.577,35.8,27.993,0.38211
38,8,889.37,189.91,71.63,64.07,0.32582
38,9,546.99,49.877,26.02,26.745,0.28518
38,10,581.01,55.645,30.19,24.536,0.27625
38,11,546.34,40.204,24.66,27.485,0.085256
38,12,846.49,91.392,39.73,29.488,0.063487
38,13,106.33,282.29,42.19,43.08,0.036944
38,14,558.12,221.23,82.47,56.65,0.03147
39,1,545.56,118.26,49.28,47.22,0.81644
39,2,570.96,193.36,74.8,75.49,0.77179
39,3,499.07,88.4,32.78,31.08,0.74849
39,4,740.64,117.52,55,48.83,0.57867
39,5,560.66,79.294,34.89,35.016,0.57009
39,6,565.01,69.186,32.69,26.342,0.39085
39,7,886.77,189.56,74.23,54.31,0.37298
39,8,690.6,75.114,30.58,26.266,0.36617
39,9,582.76,55.488,28.26,24.195,0.31749
39,10,547.75,48.91,24.14,28.087,0.28161
39,11,546.04,40.388,24.88,27.341,0.10969
39,12,846.54,90.72,40.53,30.28,0.052937
39,13,558.21,220.51,87.84,63.7,0.038137
39,14,113.8,273.79,31.56,51.8,0.0061677
40,1,570.87,198.48,76.8,78.19,0.84956
40,2,542.89,121.03,52.16,46.29,0.7824
40,3,499.12,89.599,33.29,31.131,0.70653
40,4,736.95,116.1,56.36,46.61,0.60851
40,5,561.75,79.748,35.04,35.382,0.49601
40,6,881.91,187.2,79.09,51.97,0.4193
40,7,565.57,70.551,32.5,26.719,0.39891
40,8,690.26,74.217,30.02,26.209,0.36268
40,9,547.97,49.016,23.66,27.302,0.29194
40,10,583.84,56.713,27.52,23.819,0.2617
40,11,546.21,38.848,24.92,27.797,0.072407
40,12,843.95,90.223,42.59,32.177,0.049901
40,13,108.28,282.31,36.42,43.79,0.027218
41,1,544.84,122.86,52.26,46.77,0.82805
41,2,574,202.3,74.16,77.86,0.82748
41,3,498.98,90.508,33.96,32.002,0.72327
41,4,731.86,114.73,58.63,48.05,0.62015
41,5,562.07,82.379,34.95,33.781,0.55807
41,6,874.65,177.35,86.35,63,0.44652
41,7,565.37,72.687,32.95,26.648,0.41461
41,8,689.82,73.89,30.12,26.705,0.36779
41,9,547.55,50.256,25.53,26.908,0.32192
41,10,584.18,57.495,28.53,23.686,0.24956
41,11,546.72,41.491,24.98,26.693,0.11804
41,12,844.27,90.81,43.39,31.92,0.093004
41,13,532.14,138.04,59.83,39.92,0.029686
41,14,557.11,232.4,93.87,63.66,0.024754
42,1,543.22,125.29,51.88,47.98,0.86497
42,2,570.62,207.95,80.97,79.73,0.80426
42,3,498.23,92.727,34.2,31.433,0.67977
42,4,869.15,174.83,88.25,62.77,0.61168
42,5,726.92,111.63,59.71,46.1,0.56106
42,6,561.87,83.077,35.83,34.093,0.53857
42,7,567.27,73.026,32.15,26.179,0.4156
42,8,547.28,52.898,25.6,25.768,0.32995
42,9,687.93,73.744,29.94,25.861,0.32308
42,10,585.31,58.782,26.86,22.979,0.20101
42,11,547.33,43.629,23.95,26.742,0.128
42,12,844.39,90.812,43.06,31.558,0.057107
42,13,109.66,284.97,30.12,42.55,0.03938
43,1,543.5,125.86,53.23,48.95,0.81358
43,2,573.52,211.67,79.16,80.61,0.76598
43,3,495.92,93.073,35.86,31.197,0.69967
43,4,863.29,172.05,91.15,61.9,0.63724
43,5,730.63,111.2,51.23,46.6,0.62675
